feature_id,n_active,best_concept,best_precision,best_lift,mcs_smarts,mcs_size,top_smiles
49,50000,chiral_center,1.0,1.0029084344599337,"[#6]-,:[#6]-,:[#6]-,:[#6]-,:[#6]-,:[#7]-,:[#6]",7,O=C(Nc1ccc(Cl)c(Cl)c1)c1cnn2c(C(F)(F)F)cc(-c3ccco3)nc12 | O=C(NC[C@@H](O)COCC1CC1)c1cc2c(nc3sccn32)s1 | O=C(O)C[C@@H](c1ccccc1)n1ccc2c(cnc3nc(C4CCCCC4)nn32)c1=O | COC(=O)C[C@@H]1C(=O)NCCN1Cc1cc2c(cc1Br)OCCO2 | O=C(NC[C@@H](O)COCC1CC1)c1cc2cc(Cl)ccc2o1
302,50000,ring_N,1.0,1.267941370391033,"[#6](:,-[#6]:,-[#6]):,-[#6]:,-[#6]:,-[#7]:,-[#6]:,-[#6]",8,Cc1ccc2[nH]c(-c3ccc(NS(=O)(=O)c4ccc(Br)cc4)cc3)nc2c1 | O=C(Cn1c([C@@H]2CC(=O)N(c3ccc(Br)cc3)C2)nc2ccccc21)c1ccc(Cl)cc1 | Cc1ccc(OCCn2c([C@H]3CC(=O)N(c4ccc(F)cc4)C3)[nH+]c3ccccc32)cc1C | CC(C)(C)c1ccc([C@H]2c3c(-c4ccccc4O)n[nH]c3C(=O)N2Cc2ccco2)cc1 | COc1ccc2[nH]cc(CCNC(=O)c3cc4nc(-c5ccc(Cl)cc5)cc(C(F)(F)F)n4n3)c2c1
633,50000,benzene,1.0,1.3610997686130393,"[#6]-,:[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]",8,C[C@@H]1C[C@@H](C)CN(c2oc(-c3ccc(Cl)cc3)nc2S(=O)(=O)c2ccc3c(c2)OCCO3)C1 | CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(O)cc3)c(=O)n2[C@@H]1c1ccc(OC)c(OCC)c1 | Cc1nn(C)c2nc(OCC(=O)NCc3ccc(OC(C)C)cc3)cc(C(F)(F)F)c12 | Cc1[nH+]cn(C[C@H](C)NCCC[NH+]2CCN(c3ccccc3)CC2)c1C | CCN1c2ccccc2-c2nc(SCC(=O)Nc3cccc(C(F)(F)F)c3)ncc2S1(=O)=O
316,50000,aniline,0.75,2.039928194527553,"[#6]-,:[#7]-,:[#6]-,:[#6](:,-[#6]:,-[#6]):,-[#6]",7,CCC[NH2+][C@@H](C)c1cc[nH+]c(N2C[C@H](C)CC[C@@H]2C)c1 | COCC[NH+]1CCC([C@@H]2c3[nH+]c[nH]c3CCN2CC(C)C)CC1 | Cc1sc2nc(SCC(=O)N3CCCCCC3)[nH+]c(N)c2c1C | CC[NH2+][C@H](C)c1cc[nH+]c(N(CCOC)CC(C)C)c1 | O=C(NCc1ccc(-n2cc[nH+]c2)c(F)c1)[C@H](Sc1ccccc1)c1ccccc1
157,50000,aliphatic_ring,0.95,1.4952623791985393,"[#7]-,:[#6]-,:[#6]-,:[#6]-,:[#6]",5,CC(C)c1[nH]nc2c1C[NH+](Cc1ccc([C@H]3CCCCO3)o1)CC2 | O=C1C[NH+](Cc2cccc3cccnc23)C[C@@H](OCc2ccc[nH+]c2)CN1CC1CCOCC1 | O=C1C[NH+](CCCn2c[nH+]c(-c3ccccc3)c2-c2nccs2)CCN1 | O=C1C[NH2+][C@H]2CCCC[C@H]2O1 | C[C@@H](CCO)Sc1cccc(Cl)c1C[NH3+]
99,50000,aliphatic_ring,1.0,1.573960399156357,"[#6]-,:[#6]-,:[#6]:,-[#6]:,-[#6]",5,C[NH+](C)C[C@@H]1CC2(C[C@H](C[NH+](C)C)C1=O)OCCO2 | O[C@@H](CN[C@@H]1CC2(CCC2)Oc2ccccc21)c1c(F)cccc1F | CC[C@H](CN[C@H]1CC[NH+](CC)C[C@@H]1C)Oc1ccccc1C | CCCCC[NH+](C)[C@@H]1CC2(CC[C@@H]1N)OCCO2 | O=S(=O)(N[C@@H]1CCN2CCCC[C@H]12)c1cc(F)ccc1F
367,49999,aliphatic_ring,1.0,1.573960399156357,"[#6]-,:[#6]-,:[#6]-[#7](-[#6]-[#6])-[#6]",7,CC1(C)CCCN([C@H](C[NH3+])c2cc(Cl)cs2)CC1 | CC1(C)CCCN(c2cc(Cl)c(Cl)cc2N)C1 | CC1(C)CCCN(C(=O)c2sccc2C#N)c2ccccc21 | O=C(N[C@@H](c1ccccc1)C1CC1)[C@H]1CCCN(c2cnccn2)C1 | COCCC[NH+]1CCCN(C(=O)Cc2cccs2)CC1
129,50000,aromatic_ring_any,1.0,1.0762872395384881,"[#6]-,:[#6]-,:[#6]-,:[#6]-,:[#6]",5,C=CCCOCCNc1nc[nH+]c2nc(N)ccc12 | c1ccc(-n2cc(-c3noc4ccccc34)cn2)cc1 | COC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)CN1c2ccc(F)cc2CC[C@@H]1C | Fc1ccc(OCc2nn3c(COc4ccccc4)nnc3s2)cc1 | Cn1c(Nc2ccc3nc(N4CCCC4)sc3c2)c(C#N)c(=O)n(C)c1=O
711,49996,aromatic_ring_any,1.0,1.0762872395384881,"[#6](-,:[#6]-,:[#6]-,:[#7])-,:[#6]-,:[#6]",6,Cc1nc2cc(-c3[nH]c4cc5ccccc5cc4[nH+]3)ccc2[nH]1 | C[C@H]1C[NH+](C2CCN(c3cc(-n4cccn4)nc(N)n3)CC2)CCO1 | Cc1cs/c(=N/C(=O)CC[C@H]2C(=O)Oc3cc4oc(C)c(C)c4cc3[C@@H]2C)[nH]1 | CCn1cc(C[NH+]2CCC(Cc3nn(C)cc3C(=O)Nc3ccc(OC)cc3)CC2)cn1 | CCc1cc([O-])nc(-n2[nH+]c(C)cc2NC(=O)Nc2ccc(Cl)c(Cl)c2)n1
187,50000,benzene,1.0,1.3610997686130393,"[#6]1:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-1",6,CC(C)CCSc1nnc2n1C(=O)[C@H]1C(=N2)c2ccccc2CC12CCCCC2 | CCCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C)c2ccccc2O3)cc1 | C[C@H]([NH2+]CC1([C@H](O)c2ccccc2)CC1)c1nc2ccccc2s1 | Cc1cc(C)c(S(=O)(=O)Nc2cc(C(=O)N3CCC[C@@H](C)C3)ccc2N2CCNCC2)cc1C | C[C@@H]([NH2+]Cc1ccnc(O[C@H]2CCOC2)c1)c1nc2ccccc2s1
