feature_id,n_active,best_concept,best_precision,best_lift,mcs_smarts,mcs_size,top_smiles
138,9184,benzene,0.95,1.2930447801823872,"[#6](-,:[#6]-,:[#6]-,:[#6])-,:[#6]-,:[#6]",6,CCn1c([C@H](C)[NH2+]C[C@H](C)CO)nc2ccccc21 | CCn1c([C@@H](C)[NH2+][C@@H](C)CCc2cccn2C)nc2ccccc21 | COCC[C@H](C)C(=O)OCCN1C(=O)NCc2ccccc21 | C[C@H]1CCC[C@]1(O)[C@]1(C#N)CCOc2ccccc21 | CCn1c([C@H](C)NC(=O)C#Cc2ccccc2)[nH+]c2ccccc21
1515,3476,nitrile,0.8,19.157088122605366,"[#6]-,:[#6]-,:[#6]-,:[#6]-,:[#6]",5,N#Cc1csc(C(=O)NCCCNC(=O)C2CCC2)c1 | CC#CCOC(=O)c1cc(-c2ccccc2)c(C)[nH]c1=O | N#Cc1nc(N2CCO[C@@H](C(N)=O)C2)ccc1Cl | N#CCc1ccc(S(=O)(=O)NCC(=O)[O-])cc1 | CC#CCOC(=O)Cc1csc(NC(=O)c2ccco2)n1
3035,5768,sulfonyl,1.0,10.486577181208053,"[#6](:,-[#6]:,-[#6]):,-[#6]:,-[#6]",5,CCCNS(=O)(=O)c1ccc(OCC(=O)Nc2ccc(OC)cc2)cc1 | NS(=O)(=O)c1cccc(NC(=O)CN2CCCc3cccc(F)c32)c1 | CS(=O)(=O)c1ccc(NC(=O)NCCOc2ccc(Cl)cc2)cc1 | NS(=O)(=O)c1ccc(NC(=O)C23CCC(CC2)C3)cc1 | COCCS(=O)(=O)c1ccc(N)cc1
1982,5823,amide,1.0,1.6443041304919757,"[#6]-,:[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]",8,O=C(c1cnc([O-])cn1)N1CCC2(CC1)OCCC[C@H]2O | O=C(c1cnc(Cn2cncn2)[nH]c1=O)N1CCC(c2ccccc2)CC1 | O=C(NCc1ccnc(-n2ccnc2)c1)c1cc2ccccc2cc1O | O=C(c1ccnc(Cl)c1)N1CCOc2ccc(F)cc21 | O=C(c1cnc(Nc2ccccc2)nc1)N1CCC[C@H]1c1[nH]c2cc(F)ccc2[nH+]1
1630,14785,alcohol,0.75,7.698624512420447,"[#6]-,:[#6]-,:[#6](-,:[#6])-,:[#6]",5,CCO[C@@H]1CC[C@@](CO)(NC)C1 | C[C@H]1CC[C@@](C)(C(=O)[O-])C[C@@H]1c1ccccc1 | Cc1ccc(C)c(OCCC(=O)NC[C@@](C)(O)CN2CCOCC2)c1 | CCC[C@@H]1C[C@@](C)(C(=O)Cn2nc(O)ccc2=O)OC1=O | CCCCCO[C@@H]1CCC[C@@](CO)([NH2+]CC)C1
1834,6287,sulfonamide,0.95,12.92517006802721,[#6]:[#6]-[#16](=[#8])(=[#8])-[#7]-[#6],7,CCc1nnc(COc2ccc(S(=O)(=O)N(C)C)cc2)o1 | COc1cccc(CSc2nc3cc(S(=O)(=O)N(C)C)ccc3o2)c1 | CN(C(=O)c1cc(S(=O)(=O)NC2CC2)c(Cl)cc1Cl)c1ccccc1 | O=c1ccc(-c2ccc(S(=O)(=O)NCCC[NH+]3CCOCC3)s2)n[nH]1 | Cc1ccc(CNCc2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1
1583,9670,aniline,0.7,1.903932981559049,"[#6]-,:[#6]:,-[#6]:,-[#6]-,:[#7]-[#6]-,:[#6]",7,CCOC(=O)C1(C)CCN([C@H]2CCN(c3cnn(C)c3)C2=O)CC1 | COc1cccc(CN2CCC[C@](O)(CNCC(C)(C)C)C2=O)c1OC | COc1ccc(CN(C)[C@H]2CCCN(Cc3ccccc3)C2=O)c(OC)c1 | Cn1cnnc1CN1CC[C@@]2(CCCN(C3CCCC3)C2=O)C1 | CC[NH+](CC)c1ccc(NC(=O)CN2CCN(c3cc(OC)ccc3OC)C2=O)c(C)c1
1065,16984,chlorine,1.0,7.695859627520394,"[#6]-,:[#6]-[#7]-[#6]-,:[#6]",5,CCOC(=O)[C@@H]1CCCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C1 | CC[NH+]1CCO[C@@H]([C@H](O)Cc2ccc(Cl)c(Cl)c2)C1 | C#CCOC[C@H]1CCC[NH+](CC(=O)Nc2ccc(Cl)c(Cl)c2)C1 | CC[NH2+][C@@H]1[C@H](C[NH+](C)Cc2cccc(Cl)c2)CCC1(C)C | CCCc1cnc(NCC[NH2+]C[C@H](O)COc2ccc(Cl)c(Cl)c2)nc1
2245,14015,ring_N,0.95,1.2045443018714814,"[#6](-,:[#6])-,:[#6]:,-[#6]",4,C[C@@H](Cn1cc[nH+]c1)NC(=O)c1csc(C#CCCO)c1 | C[C@@H](Cn1cc[nH+]c1)NC(=O)N[C@H](C)[C@@H]1CCCO1 | C[C@@H](/C([O-])=N/c1cccc(F)c1)N1CCC(OCc2ccc(F)cc2)CC1 | C[C@@H](Cn1cc[nH+]c1)NC(=O)N(CCC(F)(F)F)CC1CC1 | C[C@@H](/C([O-])=N/c1nccs1)S(=O)(=O)c1ccc(F)cc1
2959,6648,aromatic_ring_any,1.0,1.0762872395384881,[#6]-[#6](-[#6])(-[#6])-[#6],5,CC(C)(C)c1ncc(CN2CCCC[C@@H]2c2ncon2)s1 | CC(C)(C)c1nccc(NCc2ccc(F)cc2)n1 | CC(C)(C)c1ccc(OCCCn2c(CNC(=O)C3CC3)nc3ccccc32)cc1 | CC(C)(C)c1nccc(NCc2ccc(NC(N)=O)cc2)n1 | CC(C)(C)c1cnc(COc2ccc3nccnc3c2)o1
