feature_id,n_active,best_concept,best_precision,best_lift,mcs_smarts,mcs_size,top_smiles
953,13807,aromatic_ring_any,1.0,1.0762872395384881,"[#6]-[#6](-[#7]-[#6]-[#6])-[#6]:,-[#6]",7,C[C@@H]([NH2+]CC1=CCCOC1)c1ccc(Cl)s1 | C[C@H]([NH2+]CCN1CCCS1(=O)=O)c1ccsc1 | C[C@H]([NH2+]Cc1ccccc1S(=O)(=O)N(C)CCO)c1cccnc1 | C[C@H]([NH2+]CCC#N)c1cc(F)ccc1O | C[C@H]([NH2+]Cc1cccc2nccn12)c1ccc2c(c1)OCCO2
1682,8435,sulfonamide,0.95,12.92517006802721,"[#6]:,-[#6]:[#6](-[#16](=[#8])(=[#8])-[#7]):[#6]:,-[#6]",9,Nc1cc(Cl)c(S(=O)(=O)/N=c2\[nH]ccs2)c(Cl)c1 | Cc1cc(Cl)c(S(=O)(=O)NCC2CC[NH+](C)CC2)cc1N | COc1ccc(Br)c(S(=O)(=O)Nc2cn[nH]c2C)c1 | CCn1nc(C)c(S(=O)(=O)NCc2nc3ccccc3n2C)c1C | Cc1cc(C)c(S(=O)(=O)Nc2ccc(Cl)cc2F)cc1C(=O)[O-]
939,4785,ether,1.0,2.128293534244243,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,8,COc1ccc(C(=O)N2CCN(c3nc(-c4ccc(C)cc4)cs3)CC2)c(OC)c1OC | COc1ccc(CNC(=O)CC[C@H]2CCC[NH+](Cc3ccc(F)c(OC)c3)C2)c(OC)c1 | COc1ccc(C[NH+](C)CC(=O)Nc2ccc(C#N)cc2)c(OC)c1 | COc1cc(Nc2c(C#N)cnc3c(F)cccc23)cc(OC)c1 | COc1ccc(C[NH+]2CCCC[C@H]2c2[nH]cc[nH+]2)c(OC)c1OC
374,13965,ring_O,0.9,3.541633873760428,"[#6]-,:[#6]-,:[#6]:,-[#7]:,-[#6]-[#6]",6,C[NH2+][C@@H](C)Cc1nc(-c2ccc(Cl)cn2)no1 | C[C@H]1CCOCCN1C(=O)Nc1nc(-c2cccnc2)cs1 | C[NH2+][C@@H](C)[C@@H](C)c1nc(-c2ccc(Cl)cn2)no1 | CCC[C@](C)([NH3+])c1nc([C@@H]2CN(C)CCO2)no1 | C[NH+](CCNc1nc(-c2ccccc2F)no1)C1CCCCC1
599,13336,aromatic_ring_any,1.0,1.0762872395384881,"[#6]:,-[#6]:,-[#6]-,:[#6](-[#6])-,:[#7]-,:[#6]-,:[#6]",8,Cc1ccc([C@@H](C)N(c2cccc(C)c2)S(=O)(=O)c2cccc(F)c2)cc1 | Cc1c([C@@H](C)N[C@@H]2CC(=O)N(C(C)(C)C)C2)cnn1-c1ccc(F)cc1 | Cc1nn([C@@H](C)C2CC2)c2[nH]c(-c3cn[nH]c3-c3cccc(F)c3)nc12 | Cc1c([C@@H](C)NC2CCN(S(=O)(=O)C3CC3)CC2)oc2ccccc12 | CCc1noc([C@@H](C)N2CCC[C@@H]2c2c(C)nn(C)c2OC)n1
1996,3345,sulfonyl,1.0,10.486577181208053,"[#16](=[#8])(=[#8])-[#6]:,-[#6]:,-[#6]",6,NS(=O)(=O)c1ccc(NC(=O)C23CCC(CC2)C3)cc1 | NS(=O)(=O)c1ccc(NC(=O)N2CCCC2)c(Br)c1 | NS(=O)(=O)c1ccc(NC(=O)CN2CCN(CCO)CC2)cc1 | CNS(=O)(=O)c1cc(C(=O)N(C)Cc2cccc(OC)c2)c(C)o1 | NS(=O)(=O)c1cccc(NC(=O)CN2CCCc3cccc(F)c32)c1
1578,10209,pyridine,1.0,5.947424765076722,[#6]-[#6]1:[#6]:[#6]:[#6]:[#7]:[#6]:1,7,CNC(=O)[C@]1(CCCc2ccc[nH+]c2)CCC[NH2+]1 | CCc1ccc(C[C@@H](O)Cc2ccc[nH+]c2)nc1 | COc1cc(CNC(=O)N(Cc2ccc[nH+]c2)C[C@@H]2CCCO2)ccn1 | COc1ccc(C(=O)N(C)[C@H](C)c2ccc[nH+]c2)nn1 | CCOC(=O)CCN(Cc1ccc[nH+]c1)C(=O)[C@@H]1CCCO1
2437,15672,carbonyl_any,0.95,1.3838310269482883,"[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]",7,C[C@@H]1CN(c2ccc(C(=O)[O-])c(Cl)c2)S(=O)(=O)C1 | Cc1ccc(CC(=O)Nc2ccc3oc([O-])nc3c2)cn1 | Cc1c(C(=O)Nc2ccc3oc([O-])nc3c2)oc2c(C)cccc12 | CCOc1ccc([N-]S(=O)(=O)c2ccc(OCC(=O)[O-])c(C)c2)cc1 | Cc1cc(NCc2ccccc2)c2ccc(C(=O)[O-])cc2[nH+]1
52,17383,sulfonyl,1.0,10.486577181208053,"[#6]-,:[#6]:,-[#6]:,-[#6]:,-[#7]",5,CCCS(=O)(=O)[N-]c1cccc(C(=O)NCCOCC)c1 | COc1cc(C)ccc1S(=O)(=O)[N-]c1ccncc1 | COc1c(F)c(F)c(S(=O)(=O)[N-]c2cccc(C)c2)c(F)c1F | COc1ccc(OCCS(=O)(=O)[N-]c2ccc(OC)cc2OC)cc1 | CCc1ccc(S(=O)(=O)[N-]c2cccnc2Cl)cc1
1226,11035,bromine,1.0,22.893772893772894,"[#6](-,:[#7])-,:[#6]:,-[#6]:,-[#6]:,-[#6]",6,O=C(NCCCN1CCCCCC1=O)c1cc(Br)ccc1[O-] | Cc1c(C(=O)N2CC[C@@H](C)[C@H](O)C2)oc2ccc(Br)cc12 | CC[C@H](C)Nc1nc2ccc(Br)cn2n1 | CCOC(=O)[C@H]1CCC[NH+](Cc2cnc3ccc(Br)cn23)C1 | CC(C)N(C)CCNc1nc2ccc(Br)cn2n1
