feature_id,n_active,best_concept,best_precision,best_lift,mcs_smarts,mcs_size,top_smiles
247,16651,aliphatic_ring,1.0,1.573960399156357,"[#6]-,:[#6]-,:[#6]-,:[#6](-,:[#6])-,:[#6]",6,COc1ccccc1C(=O)C[C@@]1(O)C(=O)N(CCc2ccccc2)c2ccccc21 | CC(C)[NH2+][C@@]1(C(=O)[O-])CCC[C@H]([NH+](C)C(C)C)C1 | CC(C)[NH2+][C@]1(C(N)=O)CCC[C@H]1CC[NH+](C)CC1CCC1 | CCC[NH2+][C@@]1(C(=O)[O-])CCC[C@H]1CCn1ccnc1 | Cc1ccsc1[C@H]([NH3+])[C@]1([NH+](C)C)CCC[C@H](C)C1
1221,11796,bromine,1.0,22.893772893772894,[#6]1:[#6]:[#6]:[#6]:[#6](:[#6]:1)-[#35],7,CCn1/c(=N/C(=O)C(C)C)sc2cccc(Br)c21 | COc1cc(C(=O)NCCc2ccccc2F)cc(Br)c1O | O=C1C[C@H](c2ccc(C(F)(F)F)cc2)c2cc(Br)c3ccccc3c2N1 | O=C(NCCCN1CCCCCC1=O)c1cc(Br)ccc1[O-] | Cc1c(C(=O)N2CC[C@@H](C)[C@H](O)C2)oc2ccc(Br)cc12
1919,12188,benzene,0.95,1.2930447801823872,"[#6]-,:[#6]-,:[#7]-,:[#6]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]",9,Cc1c([C@@H](C)N[C@@H]2CC(=O)N(C(C)(C)C)C2)cnn1-c1ccc(F)cc1 | Cc1ccc([C@@H](C)N(c2cccc(C)c2)S(=O)(=O)c2cccc(F)c2)cc1 | CCc1noc([C@@H](C)N2CCC[C@@H]2c2c(C)nn(C)c2OC)n1 | Cc1nn([C@@H](C)C2CC2)c2[nH]c(-c3cn[nH]c3-c3cccc(F)c3)nc12 | Cc1c([C@@H](C)NC2CCN(S(=O)(=O)C3CC3)CC2)oc2ccccc12
2473,19849,ring_N,1.0,1.267941370391033,"[#7](-,:[#6]:,-[#6]:[#6]:,-[#6]:,-[#6]):[#6]",7,CCOc1ccccc1-n1cnc(C#N)c1N | Cc1ccccc1-n1ncc2c(=O)n(CCCOc3ccccc3)cnc21 | Cc1ccccc1-n1cc(-c2ccccc2F)cn1 | Clc1cccnc1-n1ccc(NCC2CC2)n1 | Cc1ccsc1-c1nc(-c2ccccc2)c(CC(=O)[O-])s1
1341,15696,sulfonyl,1.0,10.486577181208053,"[#6]:,-[#6]-[#7]-[#16](=[#8])=[#8]",6,Cn1ncc(C#N)c1[N-]S(=O)(=O)c1ccc(F)c(C#N)c1 | Cn1ncc(C#N)c1[N-]S(=O)(=O)C[C@H]1CCCO1 | CCNc1ccc(C(=O)OCC)cc1[N-]S(=O)(=O)c1ccc(F)cc1 | CCOC(=O)c1ccccc1[N-]S(=O)(=O)Cc1ccccc1 | Cc1cc2oc(=O)sc2cc1[N-]S(=O)(=O)c1ccccc1
2444,15806,ring_O,0.8,3.148118998898158,"[#6]-,:[#6]-,:[#6]-,:[#6]",4,Clc1ccc(-c2[nH+]ccn2[C@@H]2CCCOC2)c(Cl)c1 | O=C([O-])c1ccc(CNC(=O)[C@H]2CCCOC2)o1 | CCC(CC)(NC(=O)[C@H]1CCCCCN1)C(=O)[O-] | [NH3+]c1csc([C@@H]2CCCOC2)n1 | CCCn1c(C[C@@H]([NH3+])[C@@H]2COCCO2)nc2ccccc21
2176,16834,aliphatic_ring,1.0,1.573960399156357,[#6]-[#6](-[#6])-[#7](-[#6]-[#6])-[#6],7,CC[C@H]1COCCN1C(=O)c1cc(F)ccc1Br | CC[C@@H]1CCCCN1C(=O)Cc1ccccc1C | NC(=O)NC[C@H]1CCCCN1Cc1cc[nH]c1 | C[C@H]1CCCCN1C(=O)c1cc(Cl)cc(Cl)c1 | CC[C@H]1CCCCN1C(=O)[C@H](C)N1CCN(CC(C)C)CC1
2277,13802,sulfonamide,0.9,12.244897959183675,[#16](=[#8])(=[#8])-[#6]:[#6]:[#6]:[#6],7,O=C([O-])c1ccc(NS(=O)(=O)c2cc(F)ccc2F)cc1 | CC(C)(C)c1cccc(NS(=O)(=O)c2ccc(N)cc2)c1 | CC(=O)c1cccc(NS(=O)(=O)c2ccc(Cl)s2)c1 | CCNC(=O)c1cccc(CNS(=O)(=O)c2ccc(CC)cc2)c1 | COc1ccccc1NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(C(C)C)cc2)c1
1719,5936,benzene,1.0,1.3610997686130393,[#6]-[#6]-[#7](:[#6]):[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,10,CCCn1c(NC(=O)[C@H]2CC(=O)N(c3ccccc3F)C2)nc2ccccc21 | COCCn1c(C(=O)N(CCC#N)CCC(C)C)cc2ccccc21 | CCn1c([C@H]2CCCN2C(=O)NCC(C)(C)OC)nc2ccccc21 | COCCn1c(/C([O-])=N/c2nc([C@H]3CCCO3)n[nH]2)cc2ccccc21 | COCCn1c(C(=O)N(C)[C@H]2CCC[NH+](C)C2)cc2ccccc21
1728,12969,ring_O,1.0,3.935148748622698,"[#6]-[#6]1:[#7]:[#6](:[#7]:[#8]:1)-[#6]:,-[#6]",8,C[NH2+][C@@H](Cc1nc(-c2cncc(Br)c2)no1)C1CC1 | C[NH2+][C@@H](C)[C@@H](C)c1nc(-c2ccc(Cl)cn2)no1 | COc1csc(C(=O)NC[C@@H](C)c2nc(-c3ccccc3)no2)c1 | Cc1occc1CNC(=O)N[C@@H](c1nc(-c2cc[nH+]cc2)no1)C(C)C | CC[C@@H](O)[C@H](C)c1nc(-c2ccc(F)cn2)no1
