feature_id,n_active,best_concept,best_precision,best_lift,mcs_smarts,mcs_size,top_smiles
2980,15441,ring_O,1.0,3.935148748622698,[#6]1:[#6]:[#6]:[#6](:[#6](:[#6]:1)-[#8]-[#6])-[#8],9,CC(C)(CNC(=O)Nc1ccc2c(c1)OCO2)[NH+]1CCOCC1 | CCCNC(=O)c1cc(-c2ccccc2)n(-c2ccc3c(c2)OCO3)c1C | CCc1ccc(C(=O)Oc2ccc3c(c2)OCO3)o1 | Cc1ncn(C[C@H](C)[NH2+]C[C@@H](O)COc2ccc3c(c2)OCO3)c1C | Cc1ccc(OCC(=O)Nc2ccc3c(c2)OCO3)c(Br)c1
2475,16862,ring_S,0.7,4.265171825493542,"[#6]-,:[#6]-,:[#6]-,:[#6]",4,CC/C=c1/[nH]c(=O)/c(=C\c2ccccc2Cl)[nH]c1=O | CCN1CCN(C(=O)/C(C#N)=c2\s/c(=C\c3cccc(Cl)c3)c(=O)n2-c2ccc(F)cc2)CC1 | CC/C(=C\c1ccc2ccccc2[nH+]1)CO | CCC/N=C([O-])/C(C#N)=c1/s/c(=C/c2cccs2)c(=O)n1CC | O=c1/c(=C/c2ccc(F)cc2)sc2nc(-c3cc[nH+]cc3)nn12
2164,21695,chlorine,1.0,7.695859627520394,"[#7]-,:[#6]-,:[#6]-,:[#6]-,:[#6]-,:[#6]",6,C=CC[NH+]1CCN(C(=O)c2c(Cl)cccc2Cl)CC1 | CS(=O)(=O)NCCCNC(=O)C1(c2cccc(Cl)c2)CCOCC1 | CN1C[C@@H]([NH2+]Cc2ccc(Cl)c3cccnc23)CC1=O | CN1C[C@@H]([NH2+]Cc2c(Cl)cccc2Cl)CCC1=O | CCc1c(N2CCCC[C@H]2C(=O)[O-])nc(-c2cccc(Cl)c2)[nH+]c1C
1209,19898,sulfonyl,1.0,10.486577181208053,"[#16](=[#8])(=[#8])-[#6]:,-[#6]",5,Cn1ncc(C#N)c1[N-]S(=O)(=O)c1ccc(F)c(C#N)c1 | CCc1nn(C)cc1[N-]S(=O)(=O)c1[nH+]cn(C)c1Cl | CCc1ccccc1[N-]S(=O)(=O)c1cccc2nonc12 | Cc1ncccc1[N-]S(=O)(=O)c1ccc2c(c1)CCC2 | CCc1nn(C)cc1[N-]S(=O)(=O)c1cc(S(C)(=O)=O)ccc1F
46,11882,ring_N,1.0,1.267941370391033,"[#6](-,:[#6]-,:[#6])-,:[#6]-,:[#6]-,:[#7]-,:[#6]",7,CN(C)C(=O)C1CCN(C(=O)c2cn[nH]c2-c2ccccc2)CC1 | C[C@H]1CCC[C@H](Nc2cn[nH]c(=O)c2Cl)C1 | COC(=O)CNC(=O)[C@@H](C)[NH+]1CCc2n[nH]cc2C1 | CNC(=O)C[NH+]1CCC(C[NH+](C)Cc2n[nH]c(=O)[nH]2)CC1 | CCOc1cccc([C@@H]2c3c(-c4ccccc4)n[nH]c3C(=O)N2Cc2ccc(OC)cc2)c1
829,12318,aniline,0.7,1.903932981559049,"[#6](-,:[#7]-,:[#6]-,:[#6])-,:[#6]:,-[#6]:,-[#6]",7,COC(=O)c1cccc(C(=O)N[C@@H]2CCCN(Cc3ccccc3)C2=O)c1 | C[NH+]1CCO[C@@H](C(=O)N[C@@H]2CCN(c3c(F)cccc3F)C2=O)C1 | CCOC(=O)c1cccc(N[C@@H]2CCN(c3c(F)cccc3F)C2=O)n1 | C[C@@H]1CCC[C@H](CC[NH+](C)CCN2CCCC2=O)C1 | CCn1nc(C)c(NC(=O)N(C)[C@H]2CCCN(c3ccccc3)C2=O)c1C
2948,15811,aliphatic_ring,1.0,1.573960399156357,"[#6]-,:[#6]-,:[#7](-,:[#6]-,:[#6])-,:[#6]",6,COc1ccc(CC(=O)N2CC[NH+](CCO)CC2)cc1OC | CCCc1cc(C(=O)N2CC[NH+](CCC)CC2)n(C)n1 | COc1cc(C(=O)N2CC[NH+](CCO)CC2)on1 | N#CCSc1cccc(C(=O)N2CC[NH+](C3CC3)CC2)c1 | [H]/N=C1/NCC2(CC[NH+](CC)CC2)N1c1cccc(Cl)c1
3046,14231,ring_O,0.9,3.541633873760428,"[#6]-,:[#6]:,-[#7]:,-[#6]-,:[#6]:,-[#6]:,-[#6]:,-[#6]",8,C[NH2+][C@@H](C)[C@@H](C)c1nc(-c2ccc(Cl)cn2)no1 | C[NH+](CCNc1nc(-c2ccccc2F)no1)C1CCCCC1 | C[C@@H]1CC(c2nc(-c3cccc(Cl)c3)no2)C[C@H](C)O1 | C[C@H]1[NH2+]CC[C@H]1c1nc(-c2ccc(F)cc2Cl)no1 | COC(=O)[C@@H]([NH2+]Cc1nc(-c2cccc(C)c2)no1)c1ccccc1
928,19638,ether,0.7,1.48980547397097,"[#6]-,:[#6]:,-[#6]:,-[#6]:,-[#6]",5,Cn1cc(/C=C\c2nc3ccccc3c(=O)[nH]2)c2ccccc21 | CCCCOc1ccc(/C=c2/sc3nc(/C=C/c4ccc(Cl)cc4)nn3c2=O)cc1 | COC(=O)c1ccc(/C=c2\sc3nc(/C=C/c4cccs4)nn3c2=O)cc1 | COc1cccc(/C=C/c2ccc3ccccc3n2)c1OC(C)=O | CC[C@H](C)c1ccccc1OCCCOc1ccc(/C=c2\sc3nc4ccccc4n3c2=O)cc1OC
255,6575,ether,1.0,2.128293534244243,"[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#8]-,:[#6]",8,COc1cccc(-n2cc(C(=O)[O-])c3c2[C@@H](c2ccc(OC)c(OC)c2)CC(O)=[NH+]3)c1 | COc1ccc(C(=O)[O-])cc1[N-]S(=O)(=O)c1ccc(OC)c(OC)c1 | CCOC(=O)c1oc2ccccc2c1COC(=O)c1ccc(OCC)c(OC)c1 | CCOC(=O)N1CCN(c2[nH+]cnc(NCCc3ccc(OC)c(OC)c3)c2N)CC1 | CCN(C)S(=O)(=O)[N-]CCc1ccc(OC)c(OC)c1
